timestamp,port_congestion_level,warehouse_inventory_level,handling_equipment_availability,loading_unloading_time,weather_condition_severity,delay_probability,historical_demand
2023-03-29,8.88,619.0,0.757,3.63,0.203,0.584,4297
2023-03-30,8.08,669.0,0.675,3.95,0.424,0.515,3794
2023-03-31,9.06,620.0,0.804,3.34,0.33,0.655,3708
2023-04-01,7.48,659.0,0.76,2.59,0.322,0.575,2400
2023-04-02,9.41,639.0,0.793,4.05,0.294,0.69,2769
2023-04-03,10.0,698.0,0.663,4.07,0.236,0.592,3958
2023-04-04,7.63,640.0,0.838,3.2,0.303,0.559,3942
2023-04-05,7.55,555.0,0.788,3.21,0.322,0.515,4465
2023-04-06,9.44,708.0,0.739,3.6,0.093,0.552,4441
2023-04-07,9.56,601.0,0.72,3.95,0.207,0.569,4234
2023-04-08,7.46,614.0,0.738,3.3,0.228,0.619,3265
2023-04-09,7.55,618.0,0.809,3.66,0.272,0.546,3186
2023-04-10,7.68,718.0,0.753,2.68,0.359,0.609,4172
2023-04-11,6.61,543.0,0.669,3.07,0.156,0.511,4255
2023-04-12,7.03,808.0,0.704,3.07,0.177,0.483,4715
2023-04-13,6.93,705.0,0.752,3.31,0.168,0.533,4652
2023-04-14,7.16,664.0,0.772,3.27,0.133,0.571,4635
2023-04-15,7.88,651.0,0.74,3.82,0.171,0.51,3039
2023-04-16,8.14,669.0,0.798,3.07,0.277,0.64,3272
2023-04-17,9.44,682.0,0.614,3.9,0.087,0.558,4423
2023-04-18,6.88,689.0,0.77,3.54,0.229,0.528,4682
2023-04-19,8.85,686.0,0.632,4.33,0.009,0.594,4976
2023-04-20,7.63,664.0,0.785,3.38,0.117,0.519,4669
2023-04-21,7.78,650.0,0.74,3.65,0.134,0.562,4460
2023-04-22,8.49,653.0,0.751,3.16,0.328,0.604,3016
2023-04-23,6.67,652.0,0.723,2.62,0.126,0.532,3615
2023-04-24,8.16,720.0,0.801,3.88,0.0,0.426,5067
2023-04-25,7.92,694.0,0.794,3.58,0.0,0.446,5009
2023-04-26,8.22,518.0,0.765,4.0,0.138,0.605,4770
2023-04-27,8.0,699.0,0.734,3.19,0.19,0.63,4988
2023-04-28,10.0,676.0,0.729,4.16,0.16,0.586,4715
2023-04-29,7.03,667.0,0.724,3.97,0.133,0.525,3588
2023-04-30,7.11,649.0,0.801,3.55,0.226,0.573,3366
2023-05-01,6.99,726.0,0.843,3.48,0.05,0.554,5012
2023-05-02,7.03,718.0,0.813,3.41,0.188,0.447,5047
2023-05-03,6.93,633.0,0.725,2.91,0.0,0.463,5156
2023-05-04,8.72,692.0,0.744,4.15,0.0,0.545,5182
2023-05-05,8.93,624.0,0.657,3.6,0.0,0.603,5179
2023-05-06,6.91,605.0,0.79,3.53,0.047,0.642,2940
2023-05-07,6.62,643.0,0.79,2.85,0.064,0.5,3598
2023-05-08,7.89,719.0,0.649,3.22,0.075,0.481,5187
2023-05-09,6.84,724.0,0.705,3.8,0.064,0.538,5635
2023-05-10,7.99,703.0,0.726,3.49,0.0,0.606,5119
2023-05-11,7.53,714.0,0.734,3.94,0.028,0.537,5425
2023-05-12,5.78,705.0,0.724,3.13,0.0,0.428,5819
2023-05-13,8.81,647.0,0.743,3.21,0.173,0.647,3398
2023-05-14,9.02,702.0,0.732,4.07,0.001,0.604,3858
2023-05-15,6.58,721.0,0.759,3.14,0.0,0.446,5418
2023-05-16,6.77,719.0,0.727,3.56,0.18,0.558,5343
2023-05-17,7.4,742.0,0.804,3.49,0.0,0.572,5414
2023-05-18,7.41,719.0,0.834,3.02,0.0,0.582,5456
2023-05-19,7.7,702.0,0.722,3.59,0.0,0.528,6121
2023-05-20,9.01,738.0,0.689,4.46,0.0,0.553,4047
2023-05-21,6.79,684.0,0.789,3.51,0.041,0.573,4190
2023-05-22,6.13,642.0,0.76,3.21,0.067,0.437,5794
2023-05-23,5.51,679.0,0.783,3.42,0.246,0.536,5302
2023-05-24,6.11,650.0,0.815,3.29,0.0,0.415,5885
2023-05-25,6.77,654.0,0.669,3.42,0.041,0.565,5868
2023-05-26,8.56,681.0,0.795,3.38,0.0,0.544,5544
2023-05-27,6.2,650.0,0.78,3.31,0.0,0.55,4278
2023-05-28,6.9,674.0,0.741,3.69,0.0,0.532,4210
2023-05-29,6.62,596.0,0.763,3.07,0.0,0.437,6206
2023-05-30,7.78,702.0,0.743,3.98,0.129,0.631,5603
2023-05-31,9.08,691.0,0.632,3.79,0.042,0.658,5420
2023-06-01,5.97,651.0,0.855,2.93,0.0,0.523,5854
2023-06-02,5.97,725.0,0.783,3.49,0.086,0.458,6191
2023-06-03,7.46,740.0,0.773,3.41,0.0,0.508,3793
2023-06-04,7.05,613.0,0.807,3.64,0.0,0.519,3754
2023-06-05,8.17,656.0,0.686,3.55,0.0,0.51,5858
2023-06-06,6.86,656.0,0.786,3.35,0.0,0.59,5823
2023-06-07,5.87,648.0,0.769,3.32,0.0,0.483,5988
2023-06-08,6.77,737.0,0.807,3.44,0.0,0.368,6244
2023-06-09,7.24,686.0,0.649,2.85,0.0,0.534,5786
2023-06-10,6.91,683.0,0.757,3.04,0.0,0.49,3852
2023-06-11,6.54,596.0,0.739,3.59,0.005,0.494,4623
2023-06-12,7.05,728.0,0.781,3.37,0.0,0.493,5827
2023-06-13,7.11,635.0,0.781,3.26,0.0,0.554,5780
2023-06-14,7.27,700.0,0.719,3.05,0.0,0.574,6191
2023-06-15,6.49,711.0,0.735,2.97,0.0,0.509,5962
2023-06-16,5.62,766.0,0.782,2.52,0.0,0.452,6118
2023-06-17,5.89,633.0,0.737,3.15,0.0,0.475,4386
2023-06-18,6.9,547.0,0.804,3.2,0.0,0.508,4484
2023-06-19,4.82,708.0,0.785,2.67,0.0,0.405,6119
2023-06-20,5.96,789.0,0.635,3.17,0.0,0.508,6362
2023-06-21,5.15,761.0,0.778,3.14,0.0,0.477,5739
2023-06-22,5.52,710.0,0.738,3.73,0.0,0.543,6256
2023-06-23,6.72,675.0,0.684,2.89,0.019,0.568,5851
2023-06-24,5.58,740.0,0.727,3.46,0.0,0.433,4634
2023-06-25,5.38,651.0,0.798,3.37,0.014,0.505,4378
2023-06-26,3.92,724.0,0.888,2.55,0.0,0.37,6180
2023-06-27,5.98,725.0,0.796,3.26,0.0,0.514,6285
2023-06-28,5.83,753.0,0.753,3.03,0.0,0.449,6348
2023-06-29,7.29,838.0,0.777,3.51,0.0,0.468,6276
2023-06-30,4.77,720.0,0.782,3.41,0.0,0.457,6002
2023-07-01,5.24,675.0,0.76,3.23,0.0,0.324,4331
2023-07-02,5.22,699.0,0.738,3.2,0.0,0.369,4403
2023-07-03,6.5,612.0,0.682,3.17,0.0,0.486,6065
2023-07-04,4.78,665.0,0.785,2.51,0.0,0.447,6351
2023-07-05,5.1,679.0,0.806,2.96,0.0,0.434,5805
2023-07-06,5.38,674.0,0.788,3.44,0.0,0.382,6275
2023-07-07,4.9,707.0,0.781,2.52,0.0,0.406,6156
2023-07-08,4.22,659.0,0.768,2.53,0.0,0.446,4235
2023-07-09,4.81,756.0,0.834,3.0,0.0,0.473,4275
2023-07-10,5.64,699.0,0.721,2.83,0.0,0.468,6082
2023-07-11,3.49,699.0,0.869,2.46,0.0,0.462,5540
2023-07-12,4.59,683.0,0.758,2.79,0.003,0.458,6023
2023-07-13,3.71,707.0,0.788,2.33,0.0,0.374,6064
2023-07-14,5.55,740.0,0.716,2.82,0.0,0.453,6223
2023-07-15,2.79,655.0,0.819,2.77,0.0,0.313,4336
2023-07-16,3.7,665.0,0.875,2.35,0.0,0.406,4415
2023-07-17,4.59,683.0,0.834,2.44,0.0,0.493,6463
2023-07-18,5.72,630.0,0.834,2.96,0.0,0.506,6295
2023-07-19,4.04,656.0,0.845,3.03,0.0,0.491,6335
2023-07-20,3.51,673.0,0.775,2.64,0.0,0.39,6070
2023-07-21,5.89,740.0,0.766,3.04,0.0,0.544,6144
2023-07-22,2.52,709.0,0.811,2.52,0.0,0.366,4401
2023-07-23,1.72,706.0,0.932,1.82,0.045,0.434,4434
2023-07-24,4.31,738.0,0.754,3.01,0.0,0.428,6172
2023-07-25,3.32,688.0,0.878,2.78,0.0,0.435,6038
2023-07-26,2.75,714.0,0.89,2.43,0.0,0.456,6463
2023-07-27,4.43,689.0,0.903,3.19,0.0,0.423,6084
2023-07-28,3.92,707.0,0.801,2.45,0.0,0.429,6192
2023-07-29,3.07,664.0,0.874,2.95,0.0,0.456,4647
2023-07-30,2.31,571.0,0.968,2.51,0.023,0.367,4628
2023-07-31,4.41,686.0,0.781,2.78,0.0,0.366,5739
2023-08-01,4.15,763.0,0.74,2.82,0.0,0.532,6032
2023-08-02,3.35,738.0,0.739,2.64,0.134,0.404,6099
2023-08-03,5.25,739.0,0.831,3.42,0.0,0.466,6123
2023-08-04,2.29,752.0,0.76,2.14,0.0,0.427,5777
2023-08-05,1.8,694.0,0.845,2.13,0.0,0.323,4231
2023-08-06,2.59,699.0,0.87,2.83,0.0,0.327,4537
2023-08-07,3.19,658.0,0.845,2.46,0.147,0.438,5713
2023-08-08,3.44,672.0,0.853,2.96,0.0,0.314,5909
2023-08-09,2.91,718.0,0.853,3.09,0.082,0.389,6219
2023-08-10,3.47,747.0,0.895,2.57,0.129,0.442,5841
2023-08-11,1.82,679.0,0.816,2.57,0.0,0.341,5787
2023-08-12,4.48,663.0,0.777,2.55,0.0,0.357,3960
2023-08-13,2.91,685.0,0.803,2.81,0.0,0.467,4208
2023-08-14,4.07,714.0,0.86,2.87,0.0,0.427,5531
2023-08-15,3.26,611.0,0.88,2.79,0.008,0.471,5719
2023-08-16,3.34,568.0,0.856,2.47,0.083,0.404,5780
2023-08-17,3.42,654.0,0.891,2.19,0.13,0.385,5968
2023-08-18,3.26,620.0,0.776,2.8,0.0,0.411,5814
2023-08-19,3.42,655.0,0.915,2.06,0.0,0.392,3972
2023-08-20,4.07,672.0,0.895,2.72,0.035,0.37,4299
2023-08-21,2.9,656.0,0.879,2.86,0.071,0.475,5559
2023-08-22,3.38,751.0,0.921,2.73,0.072,0.385,5409
2023-08-23,2.55,693.0,0.766,3.1,0.02,0.289,5598
2023-08-24,4.05,691.0,0.793,3.12,0.07,0.502,5753
2023-08-25,1.9,707.0,0.825,2.18,0.215,0.375,5536
2023-08-26,4.35,618.0,0.849,2.88,0.107,0.422,3865
2023-08-27,2.48,726.0,0.798,2.48,0.037,0.294,4310
2023-08-28,1.06,669.0,0.917,1.74,0.03,0.425,5276
2023-08-29,2.59,706.0,0.917,2.24,0.069,0.327,5260
2023-08-30,1.76,618.0,0.9,2.18,0.256,0.407,5042
2023-08-31,3.25,593.0,0.849,2.04,0.08,0.459,5405
2023-09-01,1.73,710.0,0.816,2.36,0.102,0.393,5405
2023-09-02,1.91,687.0,0.819,2.31,0.062,0.367,4159
2023-09-03,0.45,622.0,0.954,1.59,0.226,0.274,3933
2023-09-04,1.86,623.0,0.902,2.49,0.318,0.379,5128
2023-09-05,0.0,722.0,0.898,2.21,0.174,0.344,5341
2023-09-06,0.68,605.0,0.865,2.2,0.143,0.31,5305
2023-09-07,3.01,746.0,0.739,2.5,0.145,0.429,4765
2023-09-08,3.01,618.0,0.786,2.78,0.0,0.424,5685
2023-09-09,2.63,694.0,0.943,2.73,0.228,0.473,3732
2023-09-10,1.22,645.0,0.812,2.34,0.174,0.31,3709
2023-09-11,2.12,690.0,0.867,2.18,0.209,0.515,5120
2023-09-12,2.15,632.0,0.907,2.51,0.102,0.423,5208
2023-09-13,0.98,650.0,0.818,2.55,0.141,0.358,5009
2023-09-14,3.63,659.0,0.837,2.55,0.145,0.492,4757
2023-09-15,2.99,606.0,0.887,3.23,0.295,0.567,4902
2023-09-16,1.88,692.0,0.863,2.22,0.162,0.317,3639
2023-09-17,2.11,628.0,1.0,2.43,0.414,0.435,3254
2023-09-18,2.28,642.0,0.771,2.25,0.256,0.301,5072
2023-09-19,0.02,602.0,0.953,2.07,0.092,0.329,5038
2023-09-20,1.8,523.0,0.855,1.84,0.214,0.415,4882
2023-09-21,1.36,640.0,0.911,2.11,0.168,0.372,5089
2023-09-22,1.03,770.0,0.901,1.88,0.021,0.302,4916
2023-09-23,1.75,687.0,0.828,2.39,0.407,0.331,3334
2023-09-24,3.82,646.0,0.835,3.06,0.324,0.498,3319
2023-09-25,2.66,633.0,0.754,2.72,0.314,0.515,4293
2023-09-26,1.44,646.0,0.901,1.58,0.284,0.37,4604
2023-09-27,2.58,671.0,0.863,3.13,0.136,0.427,4591
2023-09-28,3.4,584.0,0.864,2.77,0.233,0.37,4276
2023-09-29,2.93,698.0,0.894,2.35,0.372,0.485,4836
2023-09-30,2.06,677.0,0.877,2.46,0.19,0.38,2940
2023-10-01,1.35,676.0,0.88,2.32,0.049,0.312,3060
2023-10-02,2.7,661.0,0.802,2.34,0.286,0.4,4573
2023-10-03,2.4,639.0,0.816,2.54,0.301,0.412,4421
2023-10-04,2.9,670.0,0.901,2.4,0.336,0.473,4034
2023-10-05,2.64,665.0,0.919,2.41,0.402,0.394,4344
2023-10-06,3.06,617.0,0.827,2.41,0.4,0.452,4395
2023-10-07,1.48,605.0,0.873,1.87,0.369,0.416,2960
2023-10-08,3.34,638.0,0.788,2.71,0.469,0.439,3313
2023-10-09,2.23,709.0,0.914,2.62,0.205,0.498,3831
2023-10-10,4.11,569.0,0.851,2.98,0.414,0.463,4076
2023-10-11,1.36,556.0,0.97,2.52,0.433,0.394,4298
2023-10-12,3.79,637.0,0.78,2.86,0.253,0.415,4142
2023-10-13,2.26,630.0,0.836,2.29,0.233,0.505,3939
2023-10-14,1.43,635.0,0.883,2.54,0.316,0.434,2791
2023-10-15,1.61,638.0,0.9,1.91,0.331,0.368,2939
2023-10-16,1.78,613.0,0.854,2.09,0.479,0.505,3950
2023-10-17,2.54,698.0,0.806,2.22,0.349,0.456,3932
2023-10-18,2.65,542.0,0.891,2.85,0.331,0.459,4006
2023-10-19,1.57,580.0,0.905,2.6,0.362,0.402,3618
2023-10-20,2.14,615.0,0.811,2.57,0.542,0.435,3588
2023-10-21,4.32,537.0,0.881,3.19,0.438,0.534,2307
2023-10-22,3.93,610.0,0.88,2.52,0.425,0.476,2453
2023-10-23,2.65,701.0,0.854,2.64,0.438,0.558,3775
2023-10-24,2.28,618.0,0.858,2.42,0.585,0.422,3543
2023-10-25,2.38,627.0,0.88,2.73,0.387,0.526,4081
2023-10-26,2.89,552.0,0.799,2.54,0.6,0.501,3403
2023-10-27,1.28,583.0,0.876,2.14,0.496,0.452,3513
2023-10-28,2.07,594.0,0.751,2.58,0.465,0.497,2392
2023-10-29,0.68,596.0,0.93,2.4,0.737,0.436,2244
2023-10-30,2.77,675.0,0.766,2.35,0.387,0.504,3359
2023-10-31,3.04,638.0,0.914,2.59,0.464,0.349,3652
2023-11-01,1.94,554.0,0.845,2.07,0.382,0.399,3425
2023-11-02,4.02,621.0,0.809,2.06,0.606,0.496,2999
2023-11-03,1.25,632.0,0.844,2.31,0.686,0.412,3043
2023-11-04,1.04,664.0,0.865,2.39,0.689,0.458,2155
2023-11-05,2.76,685.0,0.916,2.63,0.65,0.532,2210
2023-11-06,3.61,554.0,0.703,2.14,0.514,0.546,3265
2023-11-07,4.28,564.0,0.878,2.75,0.503,0.541,2810
2023-11-08,2.17,540.0,0.874,1.77,0.378,0.407,3162
2023-11-09,3.74,591.0,0.765,3.16,0.754,0.581,2882
2023-11-10,2.65,625.0,0.793,2.2,0.602,0.506,2621
2023-11-11,2.55,650.0,0.933,2.89,0.512,0.526,2005
2023-11-12,3.64,596.0,0.78,3.01,0.699,0.588,1781
2023-11-13,3.45,583.0,0.773,2.42,0.474,0.5,2784
2023-11-14,1.25,606.0,0.932,1.91,0.617,0.416,3070
2023-11-15,4.34,556.0,0.83,2.97,0.564,0.51,2813
2023-11-16,4.28,702.0,0.767,2.6,0.65,0.531,2660
2023-11-17,2.31,516.0,0.865,2.49,0.584,0.47,2963
2023-11-18,3.37,605.0,0.781,2.53,0.45,0.505,2337
2023-11-19,3.51,696.0,0.885,2.17,0.607,0.563,2270
2023-11-20,3.31,595.0,0.887,1.99,0.709,0.539,2338
2023-11-21,2.54,584.0,0.876,2.58,0.606,0.498,2901
2023-11-22,2.46,575.0,0.869,2.32,0.691,0.519,2677
2023-11-23,3.15,583.0,0.925,2.46,0.513,0.471,2842
2023-11-24,4.39,660.0,0.812,3.09,0.619,0.509,2566
2023-11-25,3.8,481.0,0.765,3.11,0.563,0.439,1845
2023-11-26,2.93,667.0,0.864,2.5,0.704,0.494,1859
2023-11-27,4.11,519.0,0.922,2.72,0.637,0.574,2477
2023-11-28,0.54,576.0,0.839,2.26,0.706,0.422,2499
2023-11-29,4.58,567.0,0.79,2.51,0.75,0.575,2342
2023-11-30,1.73,618.0,0.886,2.41,0.714,0.518,2647
2023-12-01,3.16,508.0,0.834,2.8,0.675,0.556,2618
2023-12-02,2.44,610.0,0.802,2.69,0.551,0.43,2006
2023-12-03,2.31,688.0,0.91,1.88,0.654,0.55,1700
2023-12-04,4.82,518.0,0.92,2.73,0.604,0.622,2515
2023-12-05,3.23,595.0,0.845,2.38,0.626,0.466,2715
2023-12-06,4.09,552.0,0.773,2.85,0.626,0.507,2655
2023-12-07,3.75,606.0,0.748,2.89,0.568,0.586,2403
2023-12-08,4.32,586.0,0.826,3.31,0.473,0.517,2452
2023-12-09,3.97,552.0,0.876,2.65,0.605,0.429,1762
2023-12-10,2.66,608.0,0.871,2.38,0.693,0.448,1482
2023-12-11,4.98,674.0,0.8,3.34,0.542,0.545,2363
2023-12-12,3.54,574.0,0.8,2.8,0.68,0.484,2518
2023-12-13,2.53,619.0,0.795,2.89,0.871,0.529,2412
2023-12-14,3.71,518.0,0.868,2.83,0.785,0.57,2228
2023-12-15,5.68,534.0,0.832,2.79,0.849,0.714,2153
2023-12-16,5.08,606.0,0.721,2.62,0.726,0.583,1289
2023-12-17,3.94,656.0,0.901,2.32,0.805,0.633,1664
2023-12-18,3.98,599.0,0.849,3.0,0.618,0.615,2299
2023-12-19,4.06,566.0,0.889,3.17,0.627,0.619,2257
2023-12-20,6.51,581.0,0.703,3.86,0.419,0.593,2185
2023-12-21,4.87,518.0,0.734,3.23,0.813,0.51,2128
2023-12-22,4.97,611.0,0.793,3.34,0.849,0.642,2020
2023-12-23,5.62,625.0,0.813,2.95,0.641,0.649,1606
2023-12-24,4.88,558.0,0.892,2.63,0.672,0.577,1454
2023-12-25,4.43,557.0,0.847,3.14,0.622,0.645,2560
2023-12-26,4.55,594.0,0.797,3.03,0.737,0.627,2461
2023-12-27,4.72,558.0,0.754,2.98,0.812,0.632,1914
2023-12-28,4.81,577.0,0.865,3.08,0.525,0.604,2316
2023-12-29,5.62,685.0,0.739,3.22,0.741,0.634,1985
2023-12-30,5.0,568.0,0.881,3.39,0.672,0.46,1499
2023-12-31,5.73,562.0,0.771,3.54,0.711,0.589,1815
2024-01-01,4.97,548.0,0.88,3.16,0.746,0.658,2103
2024-01-02,5.18,617.0,0.83,3.29,0.681,0.551,2295
2024-01-03,3.16,571.0,0.83,2.79,0.689,0.521,2392
2024-01-04,6.12,548.0,0.752,3.09,0.678,0.567,1940
2024-01-05,5.6,646.0,0.771,3.35,0.796,0.716,1897
2024-01-06,6.31,651.0,0.795,2.84,0.74,0.721,1125
2024-01-07,2.46,550.0,0.855,2.81,0.719,0.474,1426
2024-01-08,7.5,487.0,0.72,3.14,0.569,0.646,1536
2024-01-09,5.32,631.0,0.785,3.15,0.657,0.557,2338
2024-01-10,6.62,547.0,0.771,3.07,0.784,0.686,2467
2024-01-11,4.52,621.0,0.703,3.07,0.697,0.601,2213
2024-01-12,6.23,483.0,0.798,3.24,0.757,0.679,1813
2024-01-13,4.61,626.0,0.759,2.44,0.867,0.628,1264
2024-01-14,5.09,521.0,0.74,3.14,0.792,0.758,1247
2024-01-15,7.68,619.0,0.662,3.36,0.696,0.618,1885
2024-01-16,5.63,583.0,0.698,3.39,0.634,0.51,2415
2024-01-17,6.08,535.0,0.711,3.22,0.428,0.548,2485
2024-01-18,6.78,563.0,0.729,3.48,0.664,0.558,1972
2024-01-19,6.46,617.0,0.868,3.0,0.646,0.548,2461
2024-01-20,6.16,589.0,0.75,3.06,0.716,0.578,1778
2024-01-21,6.43,613.0,0.78,3.15,0.659,0.578,1901
2024-01-22,8.51,683.0,0.75,3.96,0.64,0.636,2782
2024-01-23,6.1,506.0,0.785,3.72,0.491,0.607,2181
2024-01-24,6.41,666.0,0.768,3.04,0.572,0.581,2922
2024-01-25,7.3,591.0,0.694,3.78,0.711,0.652,2122
2024-01-26,7.4,541.0,0.824,2.83,0.832,0.733,2047
2024-01-27,7.53,520.0,0.84,3.15,0.648,0.617,1606
2024-01-28,7.03,577.0,0.675,3.12,0.687,0.635,1351
2024-01-29,5.29,633.0,0.743,2.65,0.746,0.626,2415
2024-01-30,8.11,581.0,0.724,3.15,0.567,0.56,2098
2024-01-31,5.38,664.0,0.744,3.2,0.681,0.478,2414
